lempos,lemma,PoS_CLAN,n,PoS_type
stop@n:gerund,stop,n:gerund,2,lexical
stop@part,stop,part,40,lexical
stop@v,stop,v,195,lexical
store@adj,store,adj,1,lexical
store@n,store,n,12,lexical
store@part,store,part,1,lexical
store@v,store,v,1,lexical
stork@adj,stork,adj,2,lexical
stork@n,stork,n,5,lexical
storm@adj,storm,adj,5,lexical
storm@n,storm,n,15,lexical
storm@part,storm,part,1,lexical
storm@v,storm,v,2,lexical
story@n,story,n,117,lexical
stout@adv,stout,adv,1,non-lexical
stove@n,stove,n,8,lexical
straggle@adj,straggle,adj,1,lexical
straight@adj,straight,adj,24,lexical
straight@adv,straight,adv,44,lexical
straight@n,straight,n,10,lexical
straightaway@adv,straightaway,adv,1,non-lexical
straightaway@n,straightaway,n,1,lexical
straighten@part,straighten,part,1,lexical
straighten@v,straighten,v,7,lexical
straightforward@adj,straightforward,adj,2,lexical
strain@n,strain,n,1,lexical
strange@adj,strange,adj,53,lexical
strange@adv,strange,adv,3,lexical
stranger@n,stranger,n,5,lexical
strangle@part,strangle,part,2,lexical
strap@part,strap,part,1,lexical
strategic@adv,strategic,adv,1,lexical
straw@n,straw,n,27,lexical
strawberry@n,strawberry,n,10,lexical
stray@adj,stray,adj,3,lexical
streak@n,streak,n,3,lexical
streak@part,streak,part,1,lexical
stream@n,stream,n,21,lexical
stream@part,stream,part,1,lexical
street@n,street,n,93,lexical
strength@n,strength,n,9,lexical
stretch@adj,stretch,adj,1,lexical
stretch@n,stretch,n,2,lexical
stretch@n:gerund,stretch,n:gerund,1,lexical
stretch@part,stretch,part,15,lexical
stretch@v,stretch,v,29,lexical
strew@part,strew,part,2,lexical
stricken@adj,stricken,adj,1,lexical
strict@adj,strict,adj,6,lexical
strict@adv,strict,adv,2,lexical
stride@n,stride,n,7,lexical
stride@part,stride,part,4,lexical
stride@v,stride,v,16,lexical
strike@n,strike,n,4,lexical
strike@n:gerund,strike,n:gerund,1,lexical
strike@part,strike,part,4,lexical
strike@v,strike,v,10,lexical
string@adj,string,adj,2,lexical
string@n,string,n,49,lexical
strip@n,strip,n,4,lexical
strip@v,strip,v,2,lexical
stripe@adj,stripe,adj,14,lexical
stripe@n,stripe,n,5,lexical
stripe@part,stripe,part,5,lexical
stripe@v,stripe,v,2,lexical
stroke@n,stroke,n,1,lexical
stroke@part,stroke,part,3,lexical
stroke@v,stroke,v,11,lexical
stroll@n,stroll,n,3,lexical
stroll@v,stroll,v,6,lexical
strong@adj,strong,adj,62,lexical
strudel_noodle@wplay,strudel_noodle,wplay,2,non-lexical
struggle@n:gerund,struggle,n:gerund,1,lexical
struggle@part,struggle,part,3,lexical
struggle@v,struggle,v,7,lexical
strum@part,strum,part,1,lexical
stub@adj,stub,adj,3,lexical
stubborn@adj,stubborn,adj,1,lexical
stubborn@adv,stubborn,adv,1,non-lexical
studded@adj,studded,adj,2,lexical
student@n,student,n,6,lexical
studio@n,studio,n,1,lexical
study@n,study,n,4,lexical
study@part,study,part,1,lexical
study@v,study,v,7,lexical
stuff@n,stuff,n,42,lexical
stuff@n:gerund,stuff,n:gerund,4,lexical
stuff@part,stuff,part,7,lexical
stuff@v,stuff,v,16,lexical
stuffy@adj,stuffy,adj,1,lexical
stumble@part,stumble,part,3,lexical
stumble@v,stumble,v,8,lexical
stump@adj,stump,adj,3,lexical
stump@n,stump,n,8,lexical
stump@v,stump,v,1,lexical
stumpers@n:prop,stumpers,n:prop,32,non-lexical
stun@n,stun,n,1,lexical
stun@v,stun,v,2,lexical
stunt@part,stunt,part,1,lexical
stupendous@adv,stupendous,adv,1,lexical
stupid@adj,stupid,adj,36,lexical
stupid@n:adj,stupid,n:adj,1,lexical
stupidity@n,stupidity,n,1,lexical
sturdy@adj,sturdy,adj,2,lexical
stutter@n,stutter,n,1,lexical
stutter@v,stutter,v,1,lexical
sty@n,sty,n,3,lexical
style@n,style,n,3,lexical
stylish@adj,stylish,adj,1,lexical
su@n:prop,su,n:prop,1,non-lexical
subdue@part,subdue,part,1,lexical
subject@adj,subject,adj,2,lexical
subject@n,subject,n,15,lexical
subject@v,subject,v,1,lexical
substitute@part,substitute,part,1,lexical
suburban@adj,suburban,adj,3,lexical
succeed@part,succeed,part,2,lexical
succeed@v,succeed,v,4,lexical
success@adj,success,adj,4,lexical
success@n,success,n,3,lexical
such@qn,such,qn,122,non-lexical
suck@n,suck,n,1,lexical
suck@part,suck,part,2,lexical
suck@v,suck,v,6,lexical
suckle@part,suckle,part,1,lexical
suction@n,suction,n,1,lexical
sudden@adj,sudden,adj,17,lexical
sudden@adv,sudden,adv,137,lexical
sudden@n,sudden,n,1,lexical
sue@v,sue,v,1,lexical
suffer@part,suffer,part,3,lexical
suffer@v,suffer,v,3,lexical
suffice@v,suffice,v,1,lexical
suffocate@v,suffocate,v,1,lexical
sugar@adj,sugar,adj,2,lexical
sugar@n,sugar,n,25,lexical
sugarpuff@n,sugarpuff,n,1,lexical
suggest@part,suggest,part,3,lexical
suggest@v,suggest,v,9,lexical
suggestion@n,suggestion,n,1,lexical
suit@adj,suit,adj,2,lexical
suit@n,suit,n,5,lexical
suit@part,suit,part,1,lexical
suit@v,suit,v,8,lexical
suitcase@n,suitcase,n,21,lexical
suite@n,suite,n,3,lexical
sulk@adj,sulk,adj,2,lexical
sulk@adv,sulk,adv,1,non-lexical
sulk@n,sulk,n,1,lexical
sulk@part,sulk,part,1,lexical
sulk@v,sulk,v,3,lexical
sullen@adj,sullen,adj,1,lexical
sullen@adv,sullen,adv,1,lexical
sulley@n:prop,sulley,n:prop,1,non-lexical
sullivan@n:prop,sullivan,n:prop,4,non-lexical
sultan@n,sultan,n,5,lexical
sultana@n,sultana,n,2,lexical
sum@n,sum,n,4,lexical
summer@adj,summer,adj,2,lexical
summer@n,summer,n,37,lexical
summit@n,summit,n,1,lexical
summon@v,summon,v,1,lexical
sumptuous@adj,sumptuous,adj,1,lexical
sun@adj,sun,adj,14,lexical
sun@n,sun,n,110,lexical
sunburned@adj,sunburned,adj,1,lexical
sunburnt@adj,sunburnt,adj,2,lexical
sunday@n,sunday,n,9,lexical
sunderful@wplay,sunderful,wplay,1,non-lexical
sundown@n,sundown,n,1,lexical
sunglass@n,sunglass,n,4,lexical
sunken@adj,sunken,adj,1,lexical
sunlight@n,sunlight,n,10,lexical
sunrise@n,sunrise,n,1,lexical
sunset@n,sunset,n,5,lexical
sunshine@n,sunshine,n,17,lexical
sup@v,sup,v,2,lexical
super@adj,super,adj,38,lexical
superb@adj,superb,adj,6,lexical
supper@adj,supper,adj,1,lexical
supper@n,supper,n,49,lexical
supply@n,supply,n,4,lexical
supply@v,supply,v,3,lexical
support@n,support,n,2,lexical
support@v,support,v,1,lexical
suppose@n,suppose,n,8,lexical
suppose@part,suppose,part,13,lexical
suppose@v,suppose,v,39,lexical
supreme@adj,supreme,adj,1,lexical
sure@adj,sure,adj,137,lexical
sure@adv,sure,adv,65,lexical
sure@n,sure,n,1,lexical
sure@v,sure,v,4,lexical
surf@v,surf,v,1,lexical
surface@n,surface,n,6,lexical
surgeon@n,surgeon,n,1,lexical
surname@n,surname,n,1,lexical
surprise@adj,surprise,adj,5,lexical
surprise@adv,surprise,adv,3,non-lexical
surprise@n,surprise,n,38,lexical
surprise@n:gerund,surprise,n:gerund,1,lexical
surprise@part,surprise,part,26,lexical
surprise@v,surprise,v,10,lexical
surrey@n:prop,surrey,n:prop,3,non-lexical
surround@part,surround,part,2,lexical
surround@v,surround,v,5,lexical
survey@part,survey,part,1,lexical
survey@v,survey,v,1,lexical
survival@n,survival,n,2,lexical
survive@part,survive,part,1,lexical
survive@v,survive,v,3,lexical
susan@adj,susan,adj,4,lexical
susan@n:prop,susan,n:prop,136,non-lexical
sushi@n,sushi,n,1,lexical
suspect@n,suspect,n,3,lexical
suspect@part,suspect,part,1,lexical
suspect@v,suspect,v,2,lexical
suspend@v,suspend,v,3,lexical
suspicious@adj,suspicious,adj,6,lexical
suspicious@adv,suspicious,adv,6,lexical
suzy@adj,suzy,adj,1,lexical
suzy@n:prop,suzy,n:prop,31,non-lexical
swag@n,swag,n,2,lexical
swagger@v,swagger,v,3,lexical
swallow@n,swallow,n,7,lexical
swallow@n:gerund,swallow,n:gerund,1,lexical
swallow@part,swallow,part,11,lexical
swallow@v,swallow,v,25,lexical
swamp@n,swamp,n,5,lexical
swamp@part,swamp,part,1,lexical
swan@adj,swan,adj,2,lexical
swan@n,swan,n,8,lexical
swance@wplay,swance,wplay,1,non-lexical
swanced@wplay,swanced,wplay,1,non-lexical
swap@v,swap,v,16,lexical
swarm@n,swarm,n,1,lexical
swash@v,swash,v,1,lexical
swash@wplay,swash,wplay,1,non-lexical
swashboggling@wplay,swashboggling,wplay,1,non-lexical
swashing@wplay,swashing,wplay,1,non-lexical
swashy@wplay,swashy,wplay,5,non-lexical
swatchwallop@wplay,swatchwallop,wplay,1,non-lexical
sway@n,sway,n,4,lexical
sway@part,sway,part,17,lexical
sway@v,sway,v,9,lexical
swazzle@wplay,swazzle,wplay,1,non-lexical
swear@part,swear,part,4,lexical
swear@v,swear,v,6,lexical
sweat@adj,sweat,adj,2,lexical
sweat@n,sweat,n,4,lexical
sweat@part,sweat,part,1,lexical
sweat@v,sweat,v,1,lexical
sweater@n,sweater,n,1,lexical
swede@n,swede,n,3,lexical
sweden@n:prop,sweden,n:prop,8,non-lexical
sweep@n,sweep,n,3,lexical
sweep@n:gerund,sweep,n:gerund,3,lexical
sweep@part,sweep,part,17,lexical
sweep@v,sweep,v,15,lexical
sweet@adj,sweet,adj,27,lexical
sweet@adv,sweet,adv,14,lexical
sweet@co,sweet,co,5,non-lexical
sweet@n,sweet,n,64,lexical
sweetie@co,sweetie,co,1,non-lexical
swell@adj,swell,adj,1,lexical
swell@n,swell,n,2,lexical
swell@part,swell,part,3,lexical
swelter@n:gerund,swelter,n:gerund,1,lexical
swerve@part,swerve,part,1,lexical
swift@adj,swift,adj,1,lexical
swift@adv,swift,adv,5,lexical
swift@n,swift,n,1,lexical
swig@n,swig,n,3,lexical
swim@n,swim,n,15,lexical
swim@part,swim,part,23,lexical
swim@v,swim,v,18,lexical
swindle@part,swindle,part,1,lexical
swine@n,swine,n,3,lexical
swinebuggler@n:prop,swinebuggler,n:prop,1,non-lexical
swing@n,swing,n,6,lexical
swing@part,swing,part,21,lexical
swing@v,swing,v,6,lexical
swipe@n,swipe,n,3,lexical
swipe@part,swipe,part,1,lexical
swipe@v,swipe,v,1,lexical
swirl@n,swirl,n,1,lexical
swirl@n:gerund,swirl,n:gerund,2,lexical
swirl@part,swirl,part,8,lexical
swirl@v,swirl,v,1,lexical
swish@adj,swish,adj,5,lexical
swish@n,swish,n,2,lexical
swish@part,swish,part,2,lexical
swish@v,swish,v,12,lexical
swishfiggler@n:prop,swishfiggler,n:prop,1,non-lexical
swishwiffling@wplay,swishwiffling,wplay,1,non-lexical
swiss@adj,swiss,adj,1,lexical
switch@n,switch,n,3,lexical
switch@part,switch,part,1,lexical
switch@v,switch,v,8,lexical
switchfiddling@wplay,switchfiddling,wplay,1,non-lexical
swivel@part,swivel,part,6,lexical
swivel@v,swivel,v,5,lexical
swizzfiggling@wplay,swizzfiggling,wplay,1,non-lexical
swizzle@n,swizzle,n,2,lexical
swoggles@wp,swoggles,wp,1,non-lexical
swogswalloped@wplay,swogswalloped,wplay,1,non-lexical
swoop@part,swoop,part,6,lexical
swoop@v,swoop,v,9,lexical
swoosh@part,swoosh,part,1,lexical
swoosh@v,swoosh,v,1,lexical
sword@n,sword,n,11,lexical
syd@adj,syd,adj,1,lexical
syd@n:prop,syd,n:prop,18,non-lexical
syllable@n,syllable,n,1,lexical
symbol@n,symbol,n,2,lexical
sympathetic@adv,sympathetic,adv,1,lexical
sympathy@n,sympathy,n,1,lexical
synchronize@part,synchronize,part,2,lexical
synchronize@v,synchronize,v,1,lexical
syringe@n,syringe,n,2,lexical
syrup@n,syrup,n,5,lexical
system@n,system,n,9,lexical
t@n,t,n,1,lexical
t@n:let,t,n:let,12,non-lexical
ta@co,ta,co,1,non-lexical
ta_da@co,ta_da,co,1,non-lexical
tabby@n,tabby,n,2,lexical
table@n,table,n,152,lexical
tablespoon@n,tablespoon,n,2,lexical
tack@n,tack,n,1,lexical
tacky@n:prop,tacky,n:prop,5,non-lexical
tact@adj,tact,adj,1,lexical
tact@n,tact,n,1,lexical
tadpole@n,tadpole,n,6,lexical
taffeta@n,taffeta,n,1,lexical
tag@n,tag,n,1,lexical
tag@v,tag,v,1,lexical
tail@n,tail,n,150,lexical
tailache@wplay,tailache,wplay,1,non-lexical
tailor@adj,tailor,adj,1,lexical
taint@v,taint,v,1,lexical
take@n,take,n,7,lexical
take@n:gerund,take,n:gerund,4,lexical
take@part,take,part,74,lexical
take@v,take,v,520,lexical
talcum@n,talcum,n,1,lexical
tale@n,tale,n,32,lexical
talent@n,talent,n,22,lexical
talented@adj,talented,adj,2,lexical
talk@n,talk,n,34,lexical
talk@n:gerund,talk,n:gerund,4,lexical
talk@part,talk,part,72,lexical
talk@v,talk,v,49,lexical
tall@adj,tall,adj,107,lexical
tambourine@n,tambourine,n,2,lexical
tame@adj,tame,adj,2,lexical
tame@v,tame,v,1,lexical
tan@n,tan,n,3,lexical
tangerine@n,tangerine,n,5,lexical
tangle@n,tangle,n,2,lexical
tangle@n:gerund,tangle,n:gerund,1,lexical
tangle@part,tangle,part,5,lexical
tangle@v,tangle,v,5,lexical
tanglebangled@wplay,tanglebangled,wplay,1,non-lexical
tango@n,tango,n,2,lexical
tango@part,tango,part,2,lexical
tank@n,tank,n,4,lexical
tantrum@n,tantrum,n,6,lexical
tap@n,tap,n,25,lexical
tap@part,tap,part,6,lexical
tap@v,tap,v,17,lexical
tape@n,tape,n,9,lexical
tape@v,tape,v,1,lexical
tapestry@n,tapestry,n,1,lexical
tappy@wplay,tappy,wplay,2,non-lexical
tara@n:prop,tara,n:prop,1,non-lexical
tarantula@n,tarantula,n,5,lexical
target@n,target,n,2,lexical
tariq@n:prop,tariq,n:prop,1,non-lexical
tarragon@n,tarragon,n,1,lexical
tart@n,tart,n,2,lexical
task@n,task,n,5,lexical
taste@adj,taste,adj,15,lexical
taste@n,taste,n,21,lexical
taste@part,taste,part,19,lexical
taste@v,taste,v,21,lexical
tat@v,tat,v,1,lexical
tatter@v,tatter,v,1,lexical
tattle@wplay,tattle,wplay,1,non-lexical
tattletale@n,tattletale,n,1,lexical
tawny@adj,tawny,adj,2,lexical
taxbill@wplay,taxbill,wplay,1,non-lexical
taxi@n,taxi,n,7,lexical
taxi@v,taxi,v,1,lexical
tea@adj,tea,adj,1,lexical
tea@n,tea,n,109,lexical
teach@adj,teach,adj,4,lexical
teach@n,teach,n,62,lexical
teach@n:gerund,teach,n:gerund,3,lexical
teach@part,teach,part,14,lexical
teach@v,teach,v,35,lexical
teacher_itis@wplay,teacher_itis,wplay,2,non-lexical
teal@adj,teal,adj,1,lexical
team@adj,team,adj,1,lexical
team@n,team,n,35,lexical
teammate@n,teammate,n,4,lexical
tear@n,tear,n,36,lexical
tear@part,tear,part,11,lexical
tear@v,tear,v,14,lexical
tease@n,tease,n,1,lexical
tease@n:gerund,tease,n:gerund,1,lexical
tease@part,tease,part,5,lexical
tease@v,tease,v,6,lexical
teaspoon@n,teaspoon,n,5,lexical
ted@adj,ted,adj,6,lexical
ted@n:prop,ted,n:prop,30,non-lexical
teddy@n,teddy,n,83,lexical
tee@n,tee,n,13,lexical
teen@n,teen,n,4,lexical
teenager@n,teenager,n,3,lexical
teensy@adj,teensy,adj,2,lexical
teeny@adj,teeny,adj,9,lexical
teeny_tiny@adj,teeny_tiny,adj,1,non-lexical
teeny_tiny@n:prop,teeny_tiny,n:prop,4,non-lexical
teeter@v,teeter,v,1,lexical
teethe@part,teethe,part,1,lexical
telegram@n,telegram,n,2,lexical
telephone@n,telephone,n,15,lexical
telephone@v,telephone,v,5,lexical
telescope@n,telescope,n,14,lexical
telescope@v,telescope,v,1,lexical
television@n,television,n,20,lexical
tell@adj,tell,adj,5,lexical
tell@n,tell,n,9,lexical
tell@n:gerund,tell,n:gerund,1,lexical
tell@part,tell,part,80,lexical
tell@v,tell,v,466,lexical
teller@n,teller,n,1,lexical
temper@n,temper,n,8,lexical
temper@part,temper,part,43,lexical
temper@v,temper,v,1,lexical
temperature@n,temperature,n,3,lexical
template@n,template,n,2,lexical
tempt@n,tempt,n,1,lexical
tempt@part,tempt,part,2,lexical
tempt@v,tempt,v,2,lexical
ten@det:num,ten,det:num,70,non-lexical
ten@n,ten,n,1,lexical
tend@part,tend,part,1,lexical
tend@v,tend,v,3,lexical
tendency@n,tendency,n,2,lexical
tender@adj,tender,adj,2,lexical
tender@adv,tender,adv,1,lexical
tendril@n,tendril,n,1,lexical
tennis@n,tennis,n,12,lexical
tense@adj,tense,adj,1,lexical
tense@v,tense,v,1,lexical
tent@n,tent,n,16,lexical
tentacle@n,tentacle,n,1,lexical
term@n,term,n,2,lexical
terminator@n:prop,terminator,n:prop,2,non-lexical
terrible@adj,terrible,adj,92,lexical
terrible@adv,terrible,adv,22,lexical
terrific@adj,terrific,adj,10,lexical
terrific@adv,terrific,adv,1,lexical
terrify@part,terrify,part,23,lexical
terrify@v,terrify,v,6,lexical
territory@n,territory,n,1,lexical
terror@n,terror,n,4,lexical
terror_dactyl@wplay,terror_dactyl,wplay,1,non-lexical
terry_jones@n:prop,terry_jones,n:prop,2,non-lexical
tess@n:prop,tess,n:prop,3,non-lexical
tessa@n:prop,tessa,n:prop,1,non-lexical
test@n,test,n,6,lexical
test@v,test,v,5,lexical
testy@adj,testy,adj,1,lexical
tetchy@adj,tetchy,adj,3,lexical
tether@n,tether,n,1,lexical
tether@v,tether,v,2,lexical
text@n,text,n,5,lexical
text@part,text,part,1,lexical
texture@n,texture,n,1,lexical
thaaaaat@wplay,thaaaaat,wplay,1,non-lexical
thames@n:prop,thames,n:prop,1,non-lexical
than@prep,than,prep,229,non-lexical
thank@adj,thank,adj,2,lexical
thank@adv,thank,adv,1,non-lexical
thank@n,thank,n,3,lexical
thank@v,thank,v,127,lexical
thankless@adj,thankless,adj,1,lexical
thanks@co,thanks,co,16,non-lexical
that@adv,that,adv,297,non-lexical
that@comp,that,comp,734,non-lexical
that@det:dem,that,det:dem,405,non-lexical
that@pro:dem,that,pro:dem,877,non-lexical
that@pro:rel,that,pro:rel,518,non-lexical
thatch@part,thatch,part,1,lexical
thaw@v,thaw,v,1,lexical
the@det:art,the,det:art,17674,non-lexical
theater@n,theater,n,4,lexical
thee@pro:obj,thee,pro:obj,1,non-lexical
their@det:poss,their,det:poss,598,non-lexical
theirs@pro:poss,theirs,pro:poss,5,non-lexical
them@pro:obj,them,pro:obj,782,non-lexical
theme@n,theme,n,2,lexical
themselves@pro:refl,themselves,pro:refl,28,non-lexical
then@adv:tem,then,adv:tem,1165,non-lexical
there@adv,there,adv,642,non-lexical
there@n,there,n,81,lexical
there@pro:exist,there,pro:exist,504,non-lexical
thereafter@adv,thereafter,adv,2,non-lexical
therefore@adv,therefore,adv,1,non-lexical
thermal@adj,thermal,adj,1,lexical
thermometer@n,thermometer,n,5,lexical
these@det:dem,these,det:dem,99,non-lexical
these@pro:dem,these,pro:dem,35,non-lexical
they@pro:sub,they,pro:sub,1881,non-lexical
thick@adj,thick,adj,27,lexical
thick@n,thick,n,14,lexical
thief@n,thief,n,12,lexical
thieve@part,thieve,part,1,lexical
thigh@n,thigh,n,1,lexical
thimble@adj,thimble,adj,1,lexical
thin@adj,thin,adj,29,lexical
thin@adv,thin,adv,1,lexical
thin@n,thin,n,5,lexical
thin@v,thin,v,3,lexical
thing@n,thing,n,520,lexical
thing@v,thing,v,1,lexical
thingalingaling@wplay,thingalingaling,wplay,3,non-lexical
think@n,think,n,9,lexical
think@n:gerund,think,n:gerund,7,lexical
think@part,think,part,67,lexical
think@v,think,v,654,lexical
third@adj,third,adj,4,lexical
third@n,third,n,10,lexical
thirst@adj,thirst,adj,10,lexical
thirst@adv,thirst,adv,1,non-lexical
thirst@n,thirst,n,1,lexical
thirstbloody@wplay,thirstbloody,wplay,1,non-lexical
thirteen@det:num,thirteen,det:num,6,non-lexical
thirteenth@adj,thirteenth,adj,2,lexical
thirtieth@adj,thirtieth,adj,1,lexical
thirty@det:num,thirty,det:num,33,non-lexical
this@det:dem,this,det:dem,586,non-lexical
this@pro:dem,this,pro:dem,448,non-lexical
thistle@n,thistle,n,10,lexical
thistledown@n,thistledown,n,1,lexical
thomas@adj,thomas,adj,4,lexical
thomas@n:prop,thomas,n:prop,27,non-lexical
thorn@adj,thorn,adj,2,lexical
thorn@n,thorn,n,13,lexical
thorough@adv,thorough,adv,1,lexical
those@det:dem,those,det:dem,123,non-lexical
those@pro:dem,those,pro:dem,38,non-lexical
though@adv,though,adv,89,non-lexical
though@conj,though,conj,23,non-lexical
thought@adj,thought,adj,6,lexical
thought@n,thought,n,244,lexical
thousand@det:num,thousand,det:num,25,non-lexical
thousand@n,thousand,n,16,lexical
thrash@n:gerund,thrash,n:gerund,1,lexical
thrash@part,thrash,part,9,lexical
thrash@v,thrash,v,4,lexical
thread@n,thread,n,2,lexical
thread@v,thread,v,3,lexical
threat@n,threat,n,2,lexical
threaten@part,threaten,part,1,lexical
threaten@v,threaten,v,1,lexical
three@adj,three,adj,1,lexical
three@det:num,three,det:num,286,non-lexical
threshold@n,threshold,n,1,lexical
thrill@n,thrill,n,3,lexical
thrill@part,thrill,part,2,lexical
thrill@v,thrill,v,1,lexical
throat@adj,throat,adj,2,lexical
throat@n,throat,n,37,lexical
throat@part,throat,part,1,lexical
throb@v,throb,v,1,lexical
throne@n,throne,n,10,lexical
throne@v,throne,v,1,lexical
throttle@n,throttle,n,1,lexical
throttle@v,throttle,v,2,lexical
through@adj,through,adj,44,lexical
through@adv,through,adv,28,non-lexical
through@prep,through,prep,265,non-lexical
throughout@prep,throughout,prep,2,non-lexical
throughsday@wplay,throughsday,wplay,5,non-lexical
throw@n,throw,n,2,lexical
throw@n:gerund,throw,n:gerund,1,lexical
throw@part,throw,part,25,lexical
throw@v,throw,v,82,lexical
thrush@n,thrush,n,4,lexical
thrust@n,thrust,n,1,lexical
thrust@v,thrust,v,1,lexical
thud@n,thud,n,8,lexical
thud@v,thud,v,1,lexical
thumb@n,thumb,n,13,lexical
thumbnail@n,thumbnail,n,1,lexical
thump@n,thump,n,30,lexical
thump@n:gerund,thump,n:gerund,2,lexical
thump@part,thump,part,3,lexical
thump@v,thump,v,3,lexical
thunder@adj,thunder,adj,2,lexical
thunder@n,thunder,n,21,lexical
thunder@n:gerund,thunder,n:gerund,1,lexical
thunder@part,thunder,part,4,lexical
thunder@v,thunder,v,3,lexical
thunder_feet@n:prop,thunder_feet,n:prop,2,non-lexical
thunder_feet_pete@n:prop,thunder_feet_pete,n:prop,2,non-lexical
thunderous@adj,thunderous,adj,3,lexical
thunk@n,thunk,n,1,lexical
thursday@n,thursday,n,14,lexical
thus@adv,thus,adv,2,non-lexical
thwack@n,thwack,n,1,lexical
